__resourceType,__resourceId,__time,__iso8601Time,C,L,Wt,Wv,Ww,a,air_pressure_hpa,h,hi,humi,light,sound,t,temp_c,ti
"Subscriber","440103227943283","2023-01-31 08:52:59","2023-01-31T08:52:59.992+09:00","613","1466","17.6","0","0","1017.7","","31.2","29","","","","15.8","","16.9"
"Subscriber","440103227943283","2023-01-31 08:37:55","2023-01-31T08:37:55.435+09:00","674","0","16.1","0","0","1017.7","","33.8","30","","","","14.2","","16.2"
"Subscriber","440103227943283","2023-01-31 08:22:50","2023-01-31T08:22:50.935+09:00","849","0","15.9","0","0","1017.6","","34.4","30","","","","15.1","","16.8"
"Subscriber","440103227943283","2023-01-31 08:07:46","2023-01-31T08:07:46.393+09:00","858","0","18.1","0","0","1017.8","","34.3","31","","","","15.2","","16.8"
"Subscriber","440103227943283","2023-01-31 07:52:41","2023-01-31T07:52:41.906+09:00","856","0","17.4","0","0","1017.7","","34.3","31","","","","15.2","","16.9"
"Subscriber","440103227943283","2023-01-31 07:37:37","2023-01-31T07:37:37.428+09:00","849","0","17.1","0","0.5","1017.7","","34.3","31","","","","15.2","","16.9"
"Subscriber","440103227943283","2023-01-31 07:22:32","2023-01-31T07:22:32.870+09:00","864","0","18.1","0","0","1017.8","","34.3","31","","","","15.3","","17"
"Subscriber","440103227943283","2023-01-31 07:07:28","2023-01-31T07:07:28.388+09:00","848","0","17.4","0","0","1017.9","","34.3","30","","","","15.3","","17.1"
"Subscriber","440103227943283","2023-01-31 06:52:23","2023-01-31T06:52:23.825+09:00","857","0","16.6","0","0","1017.9","","34.3","30","","","","15.4","","17.1"
"Subscriber","440103227943283","2023-01-31 06:37:19","2023-01-31T06:37:19.339+09:00","863","488","17.1","0","0","1018","","34.3","30","","","","15.5","","17.2"
"Subscriber","440103227943283","2023-01-31 06:22:14","2023-01-31T06:22:14.793+09:00","843","0","18.3","0","0","1018","","34.2","30","","","","15.6","","17.3"
"Subscriber","440103227943283","2023-01-31 06:21:22","2023-01-31T06:21:22.219+09:00","858","0","16.9","0","0","1018.1","","34.1","30","","","","15.6","","17.3"
"Subscriber","440103227943283","2023-01-31 06:06:17","2023-01-31T06:06:17.589+09:00","845","0","17.1","0","0","1018.1","","34","30","","","","15.7","","17.4"
"Subscriber","440103227943283","2023-01-31 05:51:13","2023-01-31T05:51:13.029+09:00","863","0","17.6","0","0","1017.9","","34","30","","","","15.8","","17.5"
"Subscriber","440103227943283","2023-01-31 05:36:08","2023-01-31T05:36:08.478+09:00","857","0","18.6","0","0","1017.9","","34","30","","","","15.8","","17.6"
"Subscriber","440103227943283","2023-01-31 05:21:03","2023-01-31T05:21:03.912+09:00","848","0","17.1","0","0","1017.8","","33.8","30","","","","15.9","","17.6"
"Subscriber","440103227943283","2023-01-31 05:05:59","2023-01-31T05:05:59.348+09:00","843","0","17.4","0","0","1017.5","","33.7","30","","","","16","","17.8"
"Subscriber","440103227943283","2023-01-31 04:50:54","2023-01-31T04:50:54.776+09:00","835","0","18.1","0","0.5","1017.6","","33.7","30","","","","16.1","","17.9"
"Subscriber","440103227943283","2023-01-31 04:35:50","2023-01-31T04:35:50.154+09:00","848","0","19.6","0","0","1017.4","","33.6","30","","","","16.2","","18"
"Subscriber","440103227943283","2023-01-31 04:35:06","2023-01-31T04:35:06.860+09:00","846","0","18.3","0","1.5","1017.4","","33.6","30","","","","16.2","","18"
"Subscriber","440103227943283","2023-01-31 04:34:13","2023-01-31T04:34:13.032+09:00","842","0","20.8","0.1","0.5","1017.4","","33.6","30","","","","16.2","","18.1"
"Subscriber","440103227943283","2023-01-31 04:19:08","2023-01-31T04:19:08.303+09:00","847","0","17.4","0","0","1017.5","","33.5","29","","","","16.4","","18.2"
"Subscriber","440103227943283","2023-01-31 04:04:03","2023-01-31T04:04:03.826+09:00","846","0","19.3","0","0","1017.4","","33.4","29","","","","16.6","","18.5"
"Subscriber","440103227943283","2023-01-31 03:48:59","2023-01-31T03:48:59.183+09:00","843","0","18.1","0","0","1017.6","","33.2","29","","","","16.8","","18.7"
"Subscriber","440103227943283","2023-01-31 03:33:54","2023-01-31T03:33:54.466+09:00","820","0","19.3","0","0","1017.5","","32.6","29","","","","17.2","","19.1"
"Subscriber","440103227943283","2023-01-31 03:18:49","2023-01-31T03:18:49.985+09:00","825","488","21","0.1","0","1017.7","","32.2","29","","","","17.5","","19.3"
"Subscriber","440103227943283","2023-01-31 03:03:45","2023-01-31T03:03:45.502+09:00","808","1466","20.1","0","0.5","1017.8","","31.4","28","","","","17.6","","19.3"
"Subscriber","440103227943283","2023-01-31 02:48:40","2023-01-31T02:48:40.944+09:00","816","0","19.1","0","0","1017.9","","31.3","28","","","","17.6","","19.3"
"Subscriber","440103227943283","2023-01-31 02:33:36","2023-01-31T02:33:36.456+09:00","824","0","19.3","0","0.5","1017.7","","31.4","28","","","","17.5","","19.2"
"Subscriber","440103227943283","2023-01-31 02:32:53","2023-01-31T02:32:53.104+09:00","839","0","19.1","0","0","1017.8","","31.4","28","","","","17.5","","19.2"
"Subscriber","440103227943283","2023-01-31 02:17:48","2023-01-31T02:17:48.220+09:00","860","0","18.1","0","0","1017.9","","31.7","28","","","","17.4","","19.1"
"Subscriber","440103227943283","2023-01-31 02:02:43","2023-01-31T02:02:43.676+09:00","863","0","19.6","0","0","1017.7","","32","28","","","","17.3","","19"
"Subscriber","440103227943283","2023-01-31 01:47:39","2023-01-31T01:47:39.095+09:00","886","0","18.6","0","0","1017.7","","32.1","29","","","","17.3","","19"
"Subscriber","440103227943283","2023-01-31 01:32:34","2023-01-31T01:32:34.623+09:00","903","0","18.1","0","0","1017.7","","32.2","29","","","","17.4","","19.1"
"Subscriber","440103227943283","2023-01-31 01:17:30","2023-01-31T01:17:30.068+09:00","915","0","19.8","0","0.5","1017.9","","32.1","29","","","","17.4","","19.2"
"Subscriber","440103227943283","2023-01-31 01:02:25","2023-01-31T01:02:25.583+09:00","919","977","20.3","0.1","0","1017.9","","31.9","28","","","","17.5","","19.2"
"Subscriber","440103227943283","2023-01-31 00:47:20","2023-01-31T00:47:20.868+09:00","910","488","19.8","0.1","0","1017.7","","31.8","28","","","","17.6","","19.4"
"Subscriber","440103227943283","2023-01-31 00:32:16","2023-01-31T00:32:16.226+09:00","908","0","18.3","0","0","1017.8","","31.7","28","","","","17.8","","19.5"
"Subscriber","440103227943283","2023-01-31 00:17:11","2023-01-31T00:17:11.593+09:00","904","0","19.1","0","0","1018.1","","31.4","28","","","","18","","19.8"
"Subscriber","440103227943283","2023-01-31 00:02:07","2023-01-31T00:02:07.023+09:00","901","0","19.8","0","0","1018.2","","31.1","27","","","","18.2","","20"
"Subscriber","440103227943283","2023-01-30 23:47:02","2023-01-30T23:47:02.469+09:00","898","1466","21.3","0","0.5","1018.1","","30.8","27","","","","18.4","","20.3"
"Subscriber","440103227943283","2023-01-30 23:31:57","2023-01-30T23:31:57.990+09:00","894","0","20.1","0","0","1017.9","","30.3","27","","","","18.6","","20.5"
"Subscriber","440103227943283","2023-01-30 23:16:53","2023-01-30T23:16:53.522+09:00","843","0","21","0","0","1017.8","","29.5","26","","","","18.6","","20.7"
"Subscriber","440103227943283","2023-01-30 23:01:49","2023-01-30T23:01:49.023+09:00","886","0","20.5","0","0","1017.9","","29.2","26","","","","18.9","","21.1"
"Subscriber","440103227943283","2023-01-30 22:46:44","2023-01-30T22:46:44.470+09:00","974","0","22","0","0","1018.2","","29.1","26","","","","19.5","","21.6"
"Subscriber","440103227943283","2023-01-30 22:31:39","2023-01-30T22:31:39.597+09:00","978","0","21.5","0","0","1018.2","","29.5","26","","","","19.5","","21.8"
"Subscriber","440103227943283","2023-01-30 22:16:35","2023-01-30T22:16:35.038+09:00","784","488","23","0","0.5","1018.2","","27.4","24","","","","19.5","","22.3"
"Subscriber","440103227943283","2023-01-30 22:01:30","2023-01-30T22:01:30.386+09:00","737","0","25.4","0","1.5","1018.3","","26.1","23","","","","20.5","","23.2"
"Subscriber","440103227943283","2023-01-30 21:46:25","2023-01-30T21:46:25.752+09:00","611","0","25.4","0.1","0","1018.3","","25","21","","","","19.9","","23.3"
"Subscriber","440103227943283","2023-01-30 21:31:21","2023-01-30T21:31:21.109+09:00","956","0","24.7","0","0","1018.3","","27.3","25","","","","21.5","","24.1"
"Subscriber","440103227943283","2023-01-30 21:16:16","2023-01-30T21:16:16.549+09:00","893","0","24.2","0","0","1018.3","","27.4","24","","","","21.2","","23.8"
"Subscriber","440103227943283","2023-01-30 21:01:11","2023-01-30T21:01:11.985+09:00","869","488","25.4","0","0","1018.2","","26.9","24","","","","21","","23.7"
"Subscriber","440103227943283","2023-01-30 20:46:07","2023-01-30T20:46:07.416+09:00","816","0","24","0","0","1018.1","","25.8","24","","","","21.1","","23.5"
"Subscriber","440103227943283","2023-01-30 20:31:02","2023-01-30T20:31:02.881+09:00","808","0","23.7","0","1.5","1017.9","","31.2","25","","","","20.9","","22.8"
"Subscriber","440103227943283","2023-01-30 20:15:58","2023-01-30T20:15:58.313+09:00","780","0","22.7","0","0","1017.7","","26.3","24","","","","20.3","","22.5"
"Subscriber","440103227943283","2023-01-30 20:00:53","2023-01-30T20:00:53.824+09:00","820","0","22.3","0","0","1017.5","","27.3","25","","","","20","","22"
"Subscriber","440103227943283","2023-01-30 19:45:49","2023-01-30T19:45:49.347+09:00","824","0","21.3","0","0","1017.3","","27.9","25","","","","19","","21.2"
"Subscriber","440103227943283","2023-01-30 19:30:44","2023-01-30T19:30:44.702+09:00","942","0","22.3","0","0","1017.2","","30.2","25","","","","18.4","","21.1"
"Subscriber","440103227943283","2023-01-30 19:30:01","2023-01-30T19:30:01.580+09:00","948","1466","22","0","0.5","1017.2","","30","25","","","","18.4","","21.1"
"Subscriber","440103227943283","2023-01-30 19:14:56","2023-01-30T19:14:56.967+09:00","1050","0","21.8","0","0.5","1017.1","","30.6","26","","","","18.8","","21.6"
"Subscriber","440103227943283","2023-01-30 18:59:52","2023-01-30T18:59:52.302+09:00","1014","0","21.3","0","0","1017.2","","30.5","25","","","","19.3","","22.1"
"Subscriber","440103227943283","2023-01-30 18:44:47","2023-01-30T18:44:47.444+09:00","1050","0","23.2","0","0","1017.2","","29.3","25","","","","19.6","","22.7"
"Subscriber","440103227943283","2023-01-30 18:29:42","2023-01-30T18:29:42.868+09:00","908","488","24.7","0.2","0","1017","","27.8","24","","","","20.2","","23.4"
"Subscriber","440103227943283","2023-01-30 18:14:38","2023-01-30T18:14:38.227+09:00","879","0","26.2","0.1","0","1016.8","","26.7","23","","","","21.1","","24.3"
"Subscriber","440103227943283","2023-01-30 17:59:33","2023-01-30T17:59:33.676+09:00","915","0","25.2","0","0.5","1016.9","","25.4","24","","","","22.5","","25.5"
"Subscriber","440103227943283","2023-01-30 17:44:29","2023-01-30T17:44:29.102+09:00","922","0","24.9","0","0","1016.8","","26.7","24","","","","22.6","","25.6"
"Subscriber","440103227943283","2023-01-30 17:29:24","2023-01-30T17:29:24.542+09:00","865","0","27.4","0.1","0","1016.7","","26.4","23","","","","22.9","","25.9"
"Subscriber","440103227943283","2023-01-30 17:14:19","2023-01-30T17:14:19.824+09:00","852","0","26.9","0","0.5","1016.8","","25.6","23","","","","23.3","","26.2"
"Subscriber","440103227943283","2023-01-30 16:59:15","2023-01-30T16:59:15.273+09:00","1044","0","26.2","0","0","1016.6","","26.9","24","","","","23.8","","26.6"
"Subscriber","440103227943283","2023-01-30 16:44:10","2023-01-30T16:44:10.720+09:00","1029","1466","27.6","0","1","1016.5","","26.6","23","","","","23.7","","26.4"
"Subscriber","440103227943283","2023-01-30 16:29:06","2023-01-30T16:29:06.147+09:00","1055","0","26.7","0","1.5","1016.3","","26.1","23","","","","23.7","","26.5"
"Subscriber","440103227943283","2023-01-30 16:14:01","2023-01-30T16:14:01.513+09:00","1096","0","26.4","0","0","1016.5","","27.4","24","","","","23.7","","26.4"
"Subscriber","440103227943283","2023-01-30 15:58:56","2023-01-30T15:58:56.949+09:00","1149","0","25.9","0","0","1016","","27.3","24","","","","23.5","","26.2"
"Subscriber","440103227943283","2023-01-30 15:43:52","2023-01-30T15:43:52.393+09:00","1003","488","26.9","0","0","1016.2","","26.4","24","","","","23.1","","26"
"Subscriber","440103227943283","2023-01-30 15:28:47","2023-01-30T15:28:47.831+09:00","1090","1955","26.2","0","0.5","1016.2","","27.9","24","","","","23.2","","26"
"Subscriber","440103227943283","2023-01-30 15:13:43","2023-01-30T15:13:43.107+09:00","1224","0","26.9","0","0","1016.2","","28","24","","","","23.4","","26.1"
"Subscriber","440103227943283","2023-01-30 14:58:38","2023-01-30T14:58:38.472+09:00","1203","0","24.9","0","0","1015.9","","27.8","24","","","","23.4","","26"
"Subscriber","440103227943283","2023-01-30 14:43:33","2023-01-30T14:43:33.919+09:00","1199","488","26.9","0","0.5","1015.9","","28.2","24","","","","23.3","","25.9"
"Subscriber","440103227943283","2023-01-30 14:28:29","2023-01-30T14:28:29.193+09:00","1173","0","27.6","0","0","1016.1","","27.6","24","","","","23.3","","25.8"
"Subscriber","440103227943283","2023-01-30 14:13:02","2023-01-30T14:13:02.052+09:00","1088","0","25.7","0","0","1016.2","","27.5","24","","","","23","","25.8"
"Subscriber","440103227943283","2023-01-30 13:57:56","2023-01-30T13:57:56.452+09:00","1078","0","25.4","0","0","1016.3","","27.7","24","","","","22.9","","25.6"
"Subscriber","440103227943283","2023-01-30 13:42:50","2023-01-30T13:42:50.869+09:00","999","0","25.7","0","0","1016.3","","27.5","24","","","","22.8","","25.6"
"Subscriber","440103227943283","2023-01-30 13:27:45","2023-01-30T13:27:45.347+09:00","981","0","27.4","0","0","1016.2","","27.9","24","","","","22.6","","25.3"
"Subscriber","440103227943283","2023-01-30 13:12:39","2023-01-30T13:12:39.899+09:00","992","0","24.9","0","0","1016.2","","28","24","","","","22.4","","25.1"
"Subscriber","440103227943283","2023-01-30 12:57:34","2023-01-30T12:57:34.469+09:00","963","977","25.7","0","0","1016.2","","27.8","24","","","","22.4","","24.9"
"Subscriber","440103227943283","2023-01-30 12:42:29","2023-01-30T12:42:29.033+09:00","944","0","24.9","0","0","1016.2","","27.2","25","","","","22.6","","24.7"
"Subscriber","440103227943283","2023-01-30 12:27:23","2023-01-30T12:27:23.368+09:00","908","0","24.5","0","0","1016.5","","27.8","25","","","","22.2","","24.3"
"Subscriber","440103227943283","2023-01-30 12:12:17","2023-01-30T12:12:17.753+09:00","1016","0","27.1","0","0","1016.7","","29.9","27","","","","21.1","","23.6"
"Subscriber","440103227943283","2023-01-30 11:57:12","2023-01-30T11:57:12.135+09:00","1008","0","24.2","0","0","1016.8","","29.3","26","","","","20.8","","23.3"
"Subscriber","440103227943283","2023-01-30 11:42:06","2023-01-30T11:42:06.632+09:00","1032","0","24","0","0","1016.9","","29.6","26","","","","20.4","","23.1"
"Subscriber","440103227943283","2023-01-30 11:27:01","2023-01-30T11:27:01.102+09:00","1133","977","24.2","0","1.5","1017.1","","29.8","27","","","","20.4","","23"
"Subscriber","440103227943283","2023-01-30 11:11:55","2023-01-30T11:11:55.512+09:00","948","2932","24","0","0.5","1017.1","","30","27","","","","19.9","","22.6"
"Subscriber","440103227943283","2023-01-30 10:56:50","2023-01-30T10:56:50.060+09:00","949","0","22.7","0","0.5","1017.5","","30.4","28","","","","19.7","","22.1"
"Subscriber","440103227943283","2023-01-30 10:41:44","2023-01-30T10:41:44.647+09:00","827","0","23.2","0","0","1017.4","","30.8","28","","","","18.9","","21.3"
"Subscriber","440103227943283","2023-01-30 10:26:38","2023-01-30T10:26:38.945+09:00","784","0","23.5","0","0","1017.6","","31.7","29","","","","18.9","","20.8"
"Subscriber","440103227943283","2023-01-30 10:11:33","2023-01-30T10:11:33.266+09:00","676","1955","22","0","0","1017.4","","29.8","28","","","","18.9","","20.2"
"Subscriber","440103227943283","2023-01-30 09:56:27","2023-01-30T09:56:27.754+09:00","531","0","20.8","0","0","1017.1","","30","28","","","","17.9","","19.4"
"Subscriber","440103227943283","2023-01-30 09:41:22","2023-01-30T09:41:22.385+09:00","502","0","19.3","0","0","1016.8","","29.9","28","","","","17.3","","18.6"
"Subscriber","440103227943283","2023-01-30 09:26:17","2023-01-30T09:26:17.026+09:00","463","0","20.3","0","0","1016.5","","30.4","28","","","","16.7","","18"
"Subscriber","440103227943283","2023-01-30 09:11:11","2023-01-30T09:11:11.664+09:00","436","1955","18.3","0","0","1016.7","","31.2","29","","","","15.9","","17.2"
"Subscriber","440103227943283","2023-01-30 08:56:06","2023-01-30T08:56:06.313+09:00","427","0","17.6","0","0","1016.5","","31.2","29","","","","15.7","","16.7"
"Subscriber","440103227943283","2023-01-30 08:41:00","2023-01-30T08:41:00.696+09:00","421","0","15.9","0","0.5","1016.4","","32.8","30","","","","14.7","","15.9"
"Subscriber","440103227943283","2023-01-30 08:25:55","2023-01-30T08:25:55.183+09:00","419","0","14.9","0","0","1016.1","","34.2","30","","","","13.9","","15.7"
"Subscriber","440103227943283","2023-01-30 08:10:49","2023-01-30T08:10:49.588+09:00","424","0","15.2","0","1.5","1015.8","","34.4","30","","","","13.9","","15.7"
"Subscriber","440103227943283","2023-01-30 07:55:43","2023-01-30T07:55:43.973+09:00","414","977","16.1","0.1","0","1015.6","","34.5","30","","","","13.9","","15.7"
"Subscriber","440103227943283","2023-01-30 07:40:38","2023-01-30T07:40:38.626+09:00","427","0","15.9","0","0","1015.3","","34.6","30","","","","13.9","","15.7"
"Subscriber","440103227943283","2023-01-30 07:25:33","2023-01-30T07:25:33.100+09:00","431","0","15.2","0","1.5","1015.2","","34.5","30","","","","13.9","","15.7"
"Subscriber","440103227943283","2023-01-30 07:10:27","2023-01-30T07:10:27.662+09:00","409","0","15.4","0","0","1014.9","","34.6","30","","","","14","","15.7"
"Subscriber","440103227943283","2023-01-30 06:55:22","2023-01-30T06:55:22.310+09:00","436","0","15.7","0","0","1014.7","","34.6","31","","","","14","","15.8"
"Subscriber","440103227943283","2023-01-30 06:40:16","2023-01-30T06:40:16.942+09:00","425","0","15.4","0","0","1014.1","","34.7","31","","","","14","","15.8"
"Subscriber","440103227943283","2023-01-30 06:25:11","2023-01-30T06:25:11.416+09:00","431","0","17.1","0","0","1014.3","","34.8","31","","","","14.1","","15.9"
"Subscriber","440103227943283","2023-01-30 06:10:05","2023-01-30T06:10:05.825+09:00","436","488","16.1","0","1.5","1014.2","","34.9","31","","","","14.1","","15.9"
"Subscriber","440103227943283","2023-01-30 05:55:00","2023-01-30T05:55:00.372+09:00","436","0","17.1","0","0","1013.8","","35","31","","","","14.2","","16"
"Subscriber","440103227943283","2023-01-30 05:39:54","2023-01-30T05:39:54.860+09:00","435","0","15.9","0","0.5","1013.7","","35","31","","","","14.2","","16"
"Subscriber","440103227943283","2023-01-30 05:24:49","2023-01-30T05:24:49.506+09:00","437","0","16.1","0","0","1013.6","","35","31","","","","14.2","","16"
"Subscriber","440103227943283","2023-01-30 05:09:44","2023-01-30T05:09:44.148+09:00","428","0","16.4","0","0.5","1013.5","","34.9","31","","","","14.2","","16"
"Subscriber","440103227943283","2023-01-30 04:54:38","2023-01-30T04:54:38.793+09:00","429","0","15.9","0","0","1013.1","","34.9","31","","","","14.3","","16.1"
"Subscriber","440103227943283","2023-01-30 04:39:33","2023-01-30T04:39:33.261+09:00","441","0","15.9","0","0","1013.2","","34.9","31","","","","14.3","","16.1"
"Subscriber","440103227943283","2023-01-30 04:24:27","2023-01-30T04:24:27.746+09:00","437","0","17.9","0","0","1013","","34.9","31","","","","14.3","","16.1"
"Subscriber","440103227943283","2023-01-30 04:09:22","2023-01-30T04:09:22.220+09:00","445","0","15.2","0","0","1013","","34.8","31","","","","14.4","","16.1"
"Subscriber","440103227943283","2023-01-30 03:54:16","2023-01-30T03:54:16.865+09:00","444","0","16.4","0","0","1013","","34.8","31","","","","14.4","","16.2"
"Subscriber","440103227943283","2023-01-30 03:39:11","2023-01-30T03:39:11.338+09:00","444","0","16.9","0","0","1013.2","","34.8","31","","","","14.4","","16.2"
"Subscriber","440103227943283","2023-01-30 03:24:05","2023-01-30T03:24:05.989+09:00","440","0","15.7","0","0","1013.3","","34.7","31","","","","14.5","","16.3"
"Subscriber","440103227943283","2023-01-30 03:09:00","2023-01-30T03:09:00.621+09:00","454","0","16.1","0","0","1013.5","","34.6","31","","","","14.5","","16.3"
"Subscriber","440103227943283","2023-01-30 02:53:55","2023-01-30T02:53:55.264+09:00","447","0","17.6","0.1","0","1013.5","","34.6","31","","","","14.6","","16.4"
"Subscriber","440103227943283","2023-01-30 02:38:49","2023-01-30T02:38:49.741+09:00","446","0","16.1","0","0","1013.5","","34.5","30","","","","14.6","","16.4"
"Subscriber","440103227943283","2023-01-30 02:23:44","2023-01-30T02:23:44.390+09:00","454","0","16.6","0","0","1013.6","","34.5","30","","","","14.6","","16.5"
"Subscriber","440103227943283","2023-01-30 02:08:39","2023-01-30T02:08:39.024+09:00","456","0","17.4","0","0","1013.7","","34.4","30","","","","14.7","","16.5"
"Subscriber","440103227943283","2023-01-30 01:53:33","2023-01-30T01:53:33.501+09:00","451","0","17.6","0","0","1013.7","","34.3","30","","","","14.8","","16.6"
"Subscriber","440103227943283","2023-01-30 01:38:27","2023-01-30T01:38:27.911+09:00","458","0","17.1","0.2","0.5","1013.7","","34.3","30","","","","14.8","","16.6"
"Subscriber","440103227943283","2023-01-30 01:23:22","2023-01-30T01:23:22.382+09:00","455","0","15.9","0","0","1013.8","","34.1","30","","","","14.9","","16.7"
"Subscriber","440103227943283","2023-01-30 01:08:16","2023-01-30T01:08:16.850+09:00","459","0","16.1","0","0","1013.8","","34.1","30","","","","14.9","","16.7"
"Subscriber","440103227943283","2023-01-30 00:53:11","2023-01-30T00:53:11.335+09:00","452","0","17.1","0","0","1013.7","","34","30","","","","15","","16.8"
"Subscriber","440103227943283","2023-01-30 00:38:05","2023-01-30T00:38:05.756+09:00","462","0","15.9","0","0","1013.9","","34","30","","","","15.1","","16.9"
"Subscriber","440103227943283","2023-01-30 00:23:00","2023-01-30T00:23:00.386+09:00","450","0","15.9","0","0","1013.8","","33.9","30","","","","15.1","","16.9"
"Subscriber","440103227943283","2023-01-30 00:07:54","2023-01-30T00:07:54.778+09:00","464","0","17.9","0","0","1013.9","","33.8","30","","","","15.1","","16.9"
"Subscriber","440103227943283","2023-01-29 23:52:49","2023-01-29T23:52:49.024+09:00","470","0","16.4","0","0","1014","","33.8","30","","","","15.2","","17"
"Subscriber","440103227943283","2023-01-29 23:37:43","2023-01-29T23:37:43.458+09:00","466","0","18.1","0","0","1013.9","","33.7","30","","","","15.2","","17"
"Subscriber","440103227943283","2023-01-29 23:22:38","2023-01-29T23:22:38.065+09:00","466","0","18.1","0","0","1014","","33.6","30","","","","15.3","","17.1"
"Subscriber","440103227943283","2023-01-29 23:07:32","2023-01-29T23:07:32.542+09:00","461","0","18.1","0","0","1014.1","","33.6","29","","","","15.4","","17.2"
"Subscriber","440103227943283","2023-01-29 22:52:26","2023-01-29T22:52:26.937+09:00","471","0","16.6","0","0","1014.2","","33.5","29","","","","15.4","","17.3"
"Subscriber","440103227943283","2023-01-29 22:37:21","2023-01-29T22:37:21.584+09:00","467","0","17.6","0","0.5","1014.2","","33.4","29","","","","15.5","","17.3"
"Subscriber","440103227943283","2023-01-29 22:22:16","2023-01-29T22:22:16.227+09:00","465","0","18.6","0","0","1014.2","","33.4","29","","","","15.6","","17.4"
"Subscriber","440103227943283","2023-01-29 22:07:10","2023-01-29T22:07:10.644+09:00","484","0","18.6","0","0","1014.4","","33.3","29","","","","15.6","","17.5"
"Subscriber","440103227943283","2023-01-29 21:52:05","2023-01-29T21:52:05.184+09:00","464","0","19.1","0","0","1014.4","","33.2","29","","","","15.7","","17.6"
"Subscriber","440103227943283","2023-01-29 21:36:59","2023-01-29T21:36:59.731+09:00","477","0","16.9","0","0","1014.3","","33.1","29","","","","15.8","","17.7"
"Subscriber","440103227943283","2023-01-29 21:21:54","2023-01-29T21:21:54.389+09:00","475","0","18.8","0","0","1014.4","","33","29","","","","15.9","","17.8"
"Subscriber","440103227943283","2023-01-29 21:06:48","2023-01-29T21:06:48.879+09:00","481","0","18.3","0","0","1014.3","","32.9","29","","","","16","","17.9"
"Subscriber","440103227943283","2023-01-29 20:51:43","2023-01-29T20:51:43.511+09:00","482","0","17.9","0","0","1014.3","","32.8","29","","","","16.1","","18"
"Subscriber","440103227943283","2023-01-29 20:36:38","2023-01-29T20:36:38.072+09:00","497","0","18.8","0","0","1014.4","","32.7","29","","","","16.2","","18.1"
"Subscriber","440103227943283","2023-01-29 20:21:32","2023-01-29T20:21:32.714+09:00","483","0","18.1","0","0","1014.6","","32.6","29","","","","16.3","","18.3"
"Subscriber","440103227943283","2023-01-29 20:06:27","2023-01-29T20:06:27.192+09:00","497","0","19.3","0","0.5","1014.8","","32.5","28","","","","16.5","","18.4"
"Subscriber","440103227943283","2023-01-29 19:51:21","2023-01-29T19:51:21.596+09:00","495","0","20.1","0","0","1014.8","","32.4","28","","","","16.6","","18.6"
"Subscriber","440103227943283","2023-01-29 19:36:15","2023-01-29T19:36:15.975+09:00","497","488","20.1","0.1","0","1014.8","","32.3","28","","","","16.7","","18.8"
"Subscriber","440103227943283","2023-01-29 19:21:10","2023-01-29T19:21:10.450+09:00","503","0","19.1","0","0","1014.9","","32.1","28","","","","16.9","","19"
"Subscriber","440103227943283","2023-01-29 19:06:04","2023-01-29T19:06:04.948+09:00","504","0","18.8","0","0","1015","","31.9","28","","","","17","","19.2"
"Subscriber","440103227943283","2023-01-29 18:50:59","2023-01-29T18:50:59.421+09:00","504","0","18.8","0","0","1015","","31.6","27","","","","17.3","","19.5"
"Subscriber","440103227943283","2023-01-29 18:35:54","2023-01-29T18:35:54.066+09:00","508","1466","21.3","0.1","0","1015","","31.4","27","","","","17.5","","19.9"
"Subscriber","440103227943283","2023-01-29 18:20:48","2023-01-29T18:20:48.712+09:00","499","0","20.3","0","0","1015","","31","27","","","","17.9","","20.4"
"Subscriber","440103227943283","2023-01-29 18:05:43","2023-01-29T18:05:43.185+09:00","477","0","21.8","0","0","1015","","29.9","25","","","","18.4","","21.1"
"Subscriber","440103227943283","2023-01-29 17:50:37","2023-01-29T17:50:37.582+09:00","477","1466","23.7","0","1.5","1015.1","","28.1","25","","","","19.6","","21.8"
"Subscriber","440103227943283","2023-01-29 17:35:32","2023-01-29T17:35:32.142+09:00","468","0","22.5","0","0","1015.1","","28.5","25","","","","19.1","","21.7"
"Subscriber","440103227943283","2023-01-29 17:20:26","2023-01-29T17:20:26.546+09:00","471","0","24.7","0","0","1015.3","","28.7","25","","","","19.1","","21.7"
"Subscriber","440103227943283","2023-01-29 17:05:20","2023-01-29T17:05:20.910+09:00","467","0","23.2","0","1.5","1015.3","","28.6","25","","","","19.3","","21.8"
"Subscriber","440103227943283","2023-01-29 16:50:15","2023-01-29T16:50:15.173+09:00","487","0","23.5","0","0","1015.3","","28.1","25","","","","19.5","","21.9"
"Subscriber","440103227943283","2023-01-29 16:35:09","2023-01-29T16:35:09.741+09:00","479","0","22.7","0","0","1015.2","","28.1","25","","","","19.6","","21.8"
"Subscriber","440103227943283","2023-01-29 16:20:04","2023-01-29T16:20:04.308+09:00","487","1466","24.2","0","0","1015.3","","28.2","25","","","","19.7","","21.8"
"Subscriber","440103227943283","2023-01-29 16:04:58","2023-01-29T16:04:58.724+09:00","500","1466","24","0","0","1015.2","","28.7","25","","","","19.4","","21.8"
"Subscriber","440103227943283","2023-01-29 15:49:53","2023-01-29T15:49:53.105+09:00","500","0","23","0","0","1015.2","","28.2","25","","","","19.6","","21.9"
"Subscriber","440103227943283","2023-01-29 15:34:47","2023-01-29T15:34:47.507+09:00","521","977","24.2","0","0","1015.2","","28.2","25","","","","20","","22"
